brandName,productName,categoryType,bodyParts,productFunction,babyProduct,eczemaProduct,country,productIngredient,productURL
HADA LABO,Hydrating Foaming Wash 160ml,cleanser,eye,"cleansing, moisturizing, protecting, repairing",No,No,,"Water, Butylene Glycol, Isopentyldiol, Lauryl Glucoside, Cocamide DEA, Lauric Acid, PEG-80 Sorbitan Laurate, Sodium Lauroyl Methylaminopropionate,
Myristic Acid, Pentylene Glycol, Potassium Hydroxide, Phenoxyethanol,
Palmitic Acid, Polyquaternium-7, Saccharide Isomerate, Triethanolanime,
Disodium EDTA, BHT, Sodium Metabisulfite, Hydroxypropyltrimonium
Hyaluronate, Sodium Hyaluronate, Sodium Acetylated Hyaluronate.",https://www.watsons.com.my/hada-labo-hydrating-foaming-wash-160ml/p/BP_39515
GOOD VIRTUES CO,Milk Cleanser with Cica (For Sen Skin) 150ml,cleanser,face,"cleansing, moisturizing, acne treatment, repairing",No,No,Made In Malaysia,"Water (Aqua), Glycerin, Cetyl Alcohol, Cetearyl Alcohol, Isopropyl Myristate, Propylene Glycol, Centella Asiatica Extract, Organic Black Seed Oil (Nigella Sativa Seed Oil), Brassica Oleracea Italica (Broccoli) Extract, Aloe Barbadensis Leaf Extract, Propanediol, Bioflavonoids, Cetearyl Olivate, Sodium Lauroyl Methyl Isethionate, Sorbitan Olivate, Xanthan Gum, Fragrance (Parfum), Butylene Glycol, Tetrasodium EDTA, Phenoxyethanol, Ethylhexylglycerin",https://www.watsons.com.my/good-virtues-co-milk-cleanser-with-cica-for-sen-skin-150ml/p/BP_96696
SAFI,Youth Gold Milk Gel Cleanser 150ML,cleanser,face,"cleansing, moisturizing, repairing",No,No,,"Water. Glycerin, Potassium Cocoyl Glycinate, Acrylates Copolymer, Cocamidopropyl Betaine, Glycol Distearate, Sodium Chloride, PEG-150 Pentaerythrityl Tetrastearate, Mica, Sodium Hydroxide, Polyquaternium-39, PEG-14M, Acetyl Heptapeptide-9, Colloidal Gold, Niacinamide, Pearl Powder, Paimitoyl Tripeptide-5, Fragrance, Methylisothiazolinone, Cl 77491, CI 77891.",https://www.watsons.com.my/safi-youth-gold-milk-gel-cleanser-150ml/p/BP_17620
SAFI,Youth Gold Retinol Radiance Cleanser 100g,cleanser,"face, eye","cleansing, moisturizing, exfoliating, rejuvenating, nourishing, brightening, anti-aging, acne treatment, protecting, repairing, firming, whitening",No,No,,"Water,Glycerin,Butylene Glycol,Cocamidopropyl Betaine,Sodium Myristoyl Glutamate,Glycol Distearate,Sodium Cocoyl Glycinate,Citric Acid,Cocamide Methyl MEA,Acrylates Copolymer,Sodium Chloride,PEG-14M,Retinyl Linoleate,Gluconolactone,Squalane,Mandelic Acid,Dimethyl Isosorbide,Retinyl Palmitate,Hydroxypinacolone Retinoate,Tocopherol,Acetyl Heptapeptide-9,Colloidal Gold,Phenoxyethanol,Chlorphenesin.",https://www.watsons.com.my/safi-youth-gold-retinol-radiance-cleanser-100g/p/BP_1003418
EMINA,Bright Stuff Face Wash 100ml,cleanser,face,"cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,"Myristic Acid, Glycerin, Aqua, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Glycol Distearate, Lauric Acid, Decyl Glucoside, Glyceryl Stearate, PEG-7 Olive Glycerides, Niacinamide, Polyquaternium-7, Silica, Phenoxyethanol, Fragrance, Kaolin, Panthenol, Disodium EDTA, Ethylhexyglycerin, Butylene Glycol. Glycyrrhiza Glabra (Root) Extract, Actinidia Polygama Fruit Extract.",https://www.watsons.com.my/emina-bright-stuff-face-wash-100ml/p/BP_80917
GARDEN OF EDEN,Gentle Milk Cleanser,cleanser,face,"cleansing, moisturizing, repairing",No,No,Malaysia,"Aqua, Propylene Glycol, Lauroyl/Myristoyl Methyl Glucamide, Cetearyl Alcohol, Glyceryl Stearate SE, Ethylhexyl Palmitate, Octyldodecanol, Ceteareth-25, Palmitic Acid, Stearic Acid, Glycerin, Aloe Barbadensis Leaf Extract, Maltodextrin, Fragrance, Allantoin, Xanthan Gum, Lactic Acid, Methylchloroisothiazolinone, Methylisothiazolinone.",https://www.watsons.com.my/garden-of-eden-gentle-milk-cleanser/p/BP_72498
NANO WHITE,Double Action Awakening Snow Wash 100ml,cleanser,"face, neck","cleansing, moisturizing, exfoliating, brightening, acne treatment, repairing, whitening",No,No,,"Water (Aqua), Glycerin, Myristic Acid, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Sodium Methyl Cocoyl Taurate, Lauric Acid, PEG-75, Acrylates Copolymer, Propylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Glycol Stearate, Cera Alba, Cocamidopropyl Betaine, Ascorbyl Glucoside, Vitex Agnus-Castus Extract, Lecithin, Caprylic/Capric Triglyceride, Tocopherol, Cyclodextrin, Ascorbyl Tetraisopalmitate, Arbutin, Tocopheryl Acetate, Linolenic Acid, Glutathione, Linoleic Acid, Ascorbyl Palmitate, Fragrance, Phenoxyethanol, Ethylhexylglycerin, Tetrasodium EDTA, BHT.",https://www.watsons.com.my/nano-white-double-action-awakening-snow-wash-100ml/p/BP_25899
CLINELLE,Purifying Cleanser 80ml,cleanser,face,"cleansing, moisturizing, exfoliating, acne treatment, soothing, protecting, repairing",No,No,,"Water, Butylene Glycol, Glycerin, Niacinamide, Phenoxyethanol, PEG-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Trideceth-10, Panthenol, Allantoin, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Betaine, Salicylic Acid, Citric Acid, Sodium Citrate, Paeonia Lactiflora Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Polygonum Multiflorum Root Extract, Phellinus Linteus Extract, Morus Alba Bark Extract, Sophora Flavescens Root Extract, Cimicifuga Racemosa Root Extract, Sesamum Indicum (Sesame) Seed Extract, Angelica Gigas Root Extract, Scutellaria Baicalensis Root Extract, 1,2-Hexanediol, Sodium Hyaluronate",https://www.watsons.com.my/clinelle-purifying-cleanser-80ml/p/BP_58443
EVERSOFT,Gingko and Yuzu Facial Cleanser 120G,cleanser,face,"cleansing, moisturizing, repairing",No,No,MALAYSIA,"Ingredients: Water, Myristic Acid, Glycerin, Palmitic Acid, Potassium Hydroxide, Lauric Acid, Kaolin, Potassium Cocoyl Glycinate, Stearic Acid, Methylpropanediol, Glyceryl Stearate, Decyl Glucoside, Ethylhexylglycerin, Pentasodium Triphosphate, BHT, Tetrasodium EDTA, Polyquaternium-7, Salicylic Acid, Citrus Junos (Organic Yuzu) Fruit Extract, Citric Acid, Ginkgo Biloba (Organic Ginkgo) Leaf Extract, Dehydroacetic Acid, Phenylmethanol, Fragrance, Sodium Benzoate, Potassium Sorbate.",https://www.watsons.com.my/eversoft-gingko-and-yuzu-facial-cleanser-120g/p/BP_24596
SENKA,Perfect Whip Collagen In 120g,cleanser,"face, eye","cleansing, moisturizing, repairing, firming",No,No,,"Water (Aqua)･Stearic Acid･Myristic Acid･Peg-8･Potassium Hydroxide･Lauric Acid･Glycerin･Dipropylene Glycol･Glycol Distearate･Beeswax (Cera Alba)･Polyquaternium-7･Saccharide Isomerate･Peg-90M･Sodium Acetylated Hyaluronate･Sodium Hyaluronate･Sericin･Soluble Collagen･Bht･Disodium Edta･Sodium Metabisulfite･Citric Acid･Sodium Citrate･Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate･Silica･Potassium Sorbate･Tocopherol･Sodium Benzoate･Phenoxyethanol･Fragrance (Parfum)･Iron Oxides (Ci 77492)･",https://www.watsons.com.my/senka-perfect-whip-collagen-in-120g/p/BP_1000039
OXY,Blackhead Clearing Wash 100g,cleanser,"face, eye","cleansing, moisturizing, repairing",No,No,,"Glycerin, water palmitic acid, butylene glycol, peg-2 stearate, myristic acid, potassium hydroxide, lauric acid, olea europaea (olive) fruit oil.",https://www.watsons.com.my/oxy-blackhead-clearing-wash-100g/p/BP_65526
GARNIER,Skin Naturals Light Complete Scrub 100ml,cleanser,Not specified,"cleansing, moisturizing, exfoliating, brightening, repairing, whitening",No,No,,GSN LIGHT SCRUB 100ML,https://www.watsons.com.my/garnier-skin-naturals-light-complete-scrub-100ml/p/BP_61780
SEBAMED,FACIAL CLEANSER FOR OILY SKIN 150ML,cleanser,face,"cleansing, moisturizing, exfoliating, brightening, repairing",No,No,,"Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Glyceryl Laurate, Allantoin, Hamamelis virginiana bark/ leaf extract, menthol.",https://www.watsons.com.my/sebamed-facial-cleanser-for-oily-skin-150ml/p/BP_64926
CETAPHIL,Bright Healthy Radiance Gentle Renew Cleanser 100g,cleanser,"face, eye","cleansing, moisturizing, exfoliating, rejuvenating, brightening, repairing",No,No,,"Aqua, Decyl Glucoside, Glycerin, Sodium Cocoamphoacetate, Coco-Betaine, Niacinamide, Pancratium Maritimum Extract, Jojoba Esters, Xylitylglucoside, Anhydroxylitol, Xylitol, Tocopheryl Acetate, Sodium Chloride, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Sodium Benzoate, CI 77491. FIL.1812.V00",https://www.watsons.com.my/cetaphil-bright-healthy-radiance-gentle-renew-cleanser-100g/p/BP_24152
L'OREAL PARIS SKIN CARE,Glycolic Bright Glowing Daily Cleanser Foam 100ml,cleanser,face,"cleansing, moisturizing, exfoliating, brightening, soothing, protecting, repairing",No,No,,"AQUA / WATER, GLYCERIN, MYRISTICACID, PALMITIC ACID, STEARIC ACID, POTASSIUM HYDROXIDE, LAURIC ACID, GLYCERYLDISTEARATE, GLYCERYL STEARATE, PARFUM / FRAGRANCE, PEG-14M, LINALOOL, GERANIOL,GLYCOLIC ACID, PANCRATIUM MARITIMUM EXTRACT, SALICYLIC ACID, PHENOXYETHANOL,LIMONENE, ASCORBYL GLUCOSIDE, PAEONIA SUFFRUTICOSA ROOT EXTRACT, TETRASODIUMEDTA, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, TOURMALINE,CITRONELLOL, HEXYL CINNAMAL, BUTYLENE GLYCOL, BENZYL ALCOHOL. (F.I.L C271270/3)",https://www.watsons.com.my/l-oreal-paris-skin-care-glycolic-bright-glowing-daily-cleanser-foam-100ml/p/BP_65269
SUISAI,Beauty Clear Fizzy Powder Wash 32s Sanrio Edition,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,"Sodium Bicarbonate, Citric Acid, Talc, Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Zea Mays (Corn) Starch, Sodium C14-16 Olefin Sulfonate, Magnesium Oxide, Sodium Myristoyl Glutamate, Potassium Laurate, Carrageenan, BHT, Water, Sodium Hyaluronate, Dipropylene Glycol, Butylene Glycol, Ethyl Glucoside, Hydrolyzed Silk, Phenoxyethanol, Coix Lacryma-Jobi Ma-Yuen Seed Extract",https://www.watsons.com.my/suisai-beauty-clear-fizzy-powder-wash-32s-sanrio-edition/p/BP_1021966
CeraVe,Hydrating Cream-To-Foam Cleanser 100ml,cleanser,"face, feet, eye","cleansing, moisturizing, protecting, repairing",No,No,,"INGREDIENTS: AQUA / WATER / EAU, GLYCERIN, SODIUM METHYL COCOYL TAURATE, COCO-BETAINE, SODIUM COCOYL ISETHIONATE, SODIUM CHLORIDE, PCA, PPG-5-CETETH-20, PEG-100 STEARATE, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PEG-6 CAPRYLIC/CAPRIC, GLYCERIDES, PEG-30 DIPOLYHYDROXYSTEARATE, CI 77891 / TITANIUM DIOXIDE, ASPARTIC ACID, CERAMIDE NP, CERAMIDE AP, CERAMIDE EOP, SORBITAN ISOSTEARATE, CARBOMER, GLYCOL DISTEARATE, GLYCERYL STEARATE, GLYCERYL OLEATE, GLYCINE, TRIDECETH-6, CETEARYL ALCOHOL, BEHENTRIMONIUM METHOSULFATE, THREONINE, SODIUM HYDROXIDE, SALICYLIC ACID, SODIUM PCA, SODIUM LACTATE, ARGININE, SODIUM LAUROYL, LACTYLATE, SERINE, SODIUM BENZOATE, VALINE, SODIUM HYALURONATE, PROLINE, ISOLEUCINE, CHOLESTEROL, PHENOXYETHANOL, ALANINE, PHENYLALANINE, COCONUT ACID, COCO-GLUCOSIDE, CHLORPHENESIN, DISODIUM EDTA, HYDROXYETHYL UREA, CITRIC ACID, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, CAPRYLYL GLYCOL, PHYTOSPHINGOSINE, XANTHAN GUM, HISTIDINE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, POLYQUATERNIUM-53, POLYQUATERNIUM-39, POLYSORBATE 60, ETHYLHEXYLGLYCERIN, BENZOIC ACID (CODE F.I.L D253447/1)",https://www.watsons.com.my/cerave-hydrating-cream-to-foam-cleanser-100ml/p/BP_1016487
BIO-ESSENCE,Bio-Renew Exfoliating Gel 60g,cleanser,Not specified,"cleansing, moisturizing, exfoliating, rejuvenating, repairing, firming",No,No,Singapore,"Water,Cyclomethicone,Dimethiconol,Carbomer,Vaccinium Myrtillus Fruit Extract,Saccharum Officinarum (Sugar Cane) Extract,Acer Saccharum (Sugar Maple) Extract,Citrus Aurantium Dulcis (Orange) Fruit Extract,Citrus Medica Limonum (Lemon) Fruit Extract,Niacinamide,Euglena Gracilis Extract,Glycerin,Tocopherol,Royal Jelly Powder,Fragrance,Menthol,Phenoxyethanol,Chlorphenesin,CI 19140,",https://www.watsons.com.my/bio-essence-bio-renew-exfoliating-gel-60g/p/BP_97485
JMSOLUTION,Skin Boost Niacinamide Cleansing Foam 150ml,cleanser,"face, eye","cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,"Water, Glycerin, Myristic Acid, Stearic Acid, Lauric Acid, Glyceryl Stearate, Potassium Hydroxide, Salicylic Acid, Phenoxyethanol, Fragrance, Sorbitan Olivate, Polyquaternium-7, Disodium EDTA, PEG-14M, Tocopheryl Acetate, Sodium Benzoate, Potassium Cocoyl Glycinate, Niacinamide (10ppm), Citric Acid, Melaleuca Altemifolia (Tea Tree) Leaf Oil, Inc PCA, Silica, Butylene Glycol, 1,2-Hexanediol, BHT, Centella Asiatica Extract, Glutathione, Limonene, Linalool",https://www.watsons.com.my/jmsolution-skin-boost-niacinamide-cleansing-foam-150ml/p/BP_1016718
BIO-ESSENCE,Bio-Gold Radiance Cleanser,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,BE BIO-GOLD RAD CLEANSER 100G,https://www.watsons.com.my/bio-essence-bio-gold-radiance-cleanser/p/BP_68362
N/A,N/A,Not specified,legs,Not specified,No,No,,N/A,https://www.watsons.com.my/safi-naturals-micellar-oil-honey-olive-100ml/p/BP_57459
N/A,N/A,Not specified,legs,Not specified,No,No,,N/A,https://www.watsons.com.my/wardah-wardah-hydra-rose-gel-to-foam-cleanser-100-ml/p/BP_83777
THE ORIGINOTE,Low pH Cicamide Facial Cleanser 150ml,cleanser,"face, eye","cleansing, moisturizing, acne treatment, protecting, repairing, firming",No,No,,"Centella asiatica, ceramide, niacinamide Water, Glycerin, Cocamidopropyl betaine, Peg-90 glyceryl isostearate, Sodium chloride, Sodium methyl cocoyl taurate, Phenoxyethanol, Laureth-2, Niacinamide, Butylene glycol, Ethylhexylglycerin, Paeonia suffruticosa root bark extract, Dianthus chinensis extract, 1,2-hexanediol, Hydroxyacetophenone, Propylene glycol, Centella asiatica extract, Caprylic/capric triglyceride, Hydrogenated lecithin, Hexylene glycol, Cholesterol, Stearic acid, Ceramide np",https://www.watsons.com.my/the-originote-low-ph-cicamide-facial-cleanser-150ml/p/BP_1017603
COSMODERM,Hyaluronic Acid Hydrating Gentle Cleanser 125ml,cleanser,face,"cleansing, moisturizing, rejuvenating, brightening, protecting, repairing",No,No,,"Aqua, Sodium C14-16 Olefin Sulfonate, Sodium Cocoamphoacetate, Propylene Glycol, Cocoamidopropyl Betaine, Salicylic Acid, Panthenol, Sodium Hyaluronate, Sodium PCA, Betaine, Sodium Lactate, PCA, Serine, Alanine, Glycine, Glutamic Acid, Lysine HCL,Threonine, Arginine, Proline, Glycerin, Acrylates/Beheneth-25 Methacrylate copolymer, Sodium Chloride, Lactic Acid, Lauramine Oxide, Sodium Carbonate, Polysorbate 20 and Imidazolidinyl Urea.",https://www.watsons.com.my/cosmoderm-hyaluronic-acid-hydrating-gentle-cleanser-125ml/p/BP_1018435
AIKEN,BHA PHA Pore Refining Cleanser 100G,cleanser,"face, neck","cleansing, moisturizing, exfoliating, rejuvenating, brightening, acne treatment, soothing, repairing",No,No,France,"Water, PEG-8, Myristic Acid, Stearic Acid, Potassium Hydroxide, Palmitic Acid, Glycerin, Lauric Acid, Butylene Glycol, Glyceryl Stearate SE, Polyquaternium-7, Octadecyl Di-t-butyl-4-hydroxyhydrocinnamate, Tetrasodium EDTA, PEG-90M, Gluconolactone, Salicylic Acid, Ascorbyl Tetraisopalmitate, Phenoxyethanol.",https://www.watsons.com.my/aiken-bha-pha-pore-refining-cleanser-100g/p/BP_76181
SIMPLE,Water Boost Micellar Facial Wash Gel Wash 150ml,cleanser,face,"cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,"Aqua, Cocamidopropyl Betaine, Propylene Glycol, Hydroxypropyl Methylcellulose, Panthenol, Sodium Chloride, Citric Acid, Disodium EDTA, Glycerin, Hydroxypropyl Cyclodextrin, Iodopropynyl Butylcarbamate, Pantolactone, Phenoxyethanol, Potassium Chloride, Saccharide Isomerate, Sodium Benzoate, Sodium Citrate, Sodium Hydroxide, Tocopheryl Acetate.",https://www.watsons.com.my/simple-water-boost-micellar-facial-wash-gel-wash-150ml/p/BP_67085
GARNIER,Bright Complete Serum Cleanser 100ml,cleanser,face,"cleansing, moisturizing, brightening, soothing, repairing",No,No,,"AQUA / WATER, GLYCERIN, MYRISTIC ACID, LAURIC ACID, POTASSIUM HYDROXIDE, SODIUM LAURETH SULFATE, ACRYLATES COPOLYMER, COCAMIDOPROPYL BETAINE, POLYBUTENE, CI 77891 / TITANIUM DIOXIDE, CITRUS LIMON FRUIT EXTRACT / LEMON FRUIT EXTRACT, ASCORBYL GLUCOSIDE, HYDROXYACETOPHENONE, TETRASODIUM GLUTAMATE DIACETATE, CITRIC ACID, HYDROXYPROPYL METHYLCELLULOSE, PALMITIC ACID, SODIUM CHLORIDE, STEARIC ACID, XANTHAN GUM, BENZYL ALCOHOL, BENZYL SALICYLATE, GERANIOL, LIMONENE, LINALOOL, PHENOXYETHANOL, PARFUM / FRAGRANCE",https://www.watsons.com.my/garnier-bright-complete-serum-cleanser-100ml/p/BP_1013581
SAFI,Youth Gold Whipped Foam Cleanser 100G,cleanser,face,"cleansing, moisturizing, soothing, repairing",No,No,,"Water, Myristic Acid, GIycerin, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Potassium Cocoyl Glycinate, Methylpropanediol, Glyceryl Stearate, Avocado Oil, Lauric Acid, Mica, PentasodiumTnphosphate, Polyquatemium-10, BHT, Tetrasodium EDTA, Niacinamide, Acetyl Heptapeptide-Gold, Palmitoyl Tripeptide-5, Pearl Powder, Fragrance, Methylisothiazolinone, CI 77491, CI 77891.",https://www.watsons.com.my/safi-youth-gold-whipped-foam-cleanser-100g/p/BP_62690
PURE BEAUTY,Brighten Up Niacin-Gluta Cleansing foam 125ml,cleanser,"face, eye","cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,"Aqua, Myristic Acid, Glycerin, Palmitic Acid, Potassium Hydroxide, Stearic Acid, Lauric Acid, Niacinamide, Disodium Laureth Sulfosuccinate, Sorbitan Olivate, Glycol Distearate, Butylene Glycol, Sodium Benzoate, Betaine, Parfum, Xanthan Gum, Citrus Junos Fruit Extract, LactobacilluU Ferment, Bisabolol, Glutathione, Lactobacillus/Milk Ferment Filtrate, Capric Acid, Sasa Quelpaertensis Extract, Camellia Japonica Flower Extract, Acorus Calamus Root Extract",https://www.watsons.com.my/pure-beauty-brighten-up-niacin-gluta-cleansing-foam-125ml/p/BP_1006360
SEBAMED,Clear Face Antibacterial Cleansing Foam 150ml,cleanser,"face, eye","cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,"Aqua, Cocamidopropyl Betainamide MEA Chloride, Cocotrimonium Methosulfate, Lactic Acid, Panthenol, Sodium Hydroxide, Parfum, Phenoxyethanol.",https://www.watsons.com.my/sebamed-clear-face-antibacterial-cleansing-foam-150ml/p/BP_40727
HANEUL,Bio-Honey & Ceramides Infusion Hydrating Cleanser 150ml,cleanser,"face, eye","cleansing, moisturizing, protecting, repairing",No,No,,"Water, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Disodium Laureth Sulfosuccinate ,PEG-7 Glyceryl Cocoate , PEG-150 Distearate , PEG-40 Hydrogenated Castor Oil , Tetrasodium EDTA, Fragrance , Honey Extract, Glycerin, 1,2-Hexanediol, Pentylene Glycol, Citric acid, Phospholipids, Sphingolipids, Phenoxyethanol, Ethylhexylglycerin.",https://www.watsons.com.my/haneul-bio-honey-ceramides-infusion-hydrating-cleanser-150ml/p/BP_1006590
SEBAMED,Liquid Sensitive Clean 200ml,cleanser,"face, body, arms","cleansing, moisturizing, acne treatment, protecting, repairing",No,No,,"Aqua, Sodium C14-16 Olefin Sulfonate, Sodium Laureth Sulfate, Disodium Laureth Sulfosuccinate, Sodium Chloride, Laureth-2, Panthenol, Glycol Distearate, Parfum, Saccharide Isomerate, Allantoin, Niacinamide, Pyridoxine HCl, Glycine, Magnesium Aspartate, Alanine, Lysine, Leucine, Biotin, Glycerin, Sodium Lauroyl Glutamate, Citric Acid, Cocamidopropyl Betaine, Sorbitan Laurate, PEG-120 Methyl Glucose Dioleate, Phenoxyethanol, Sodium Benzoate, CI 47005, CI 42090.",https://www.watsons.com.my/sebamed-liquid-sensitive-clean-200ml/p/BP_21994
SKINTIFIC,Vitamin C Brightening Facial Cleanser 80ml,cleanser,"face, eye","cleansing, moisturizing, brightening, repairing",No,No,,"Aqua, Myristic acid, Palmitic Acid, Glycerin, Diglycerin, Lauric Acid, Potassium Hydroxide, Stearic Acid, PEG-6, PPG-24-glycereth-24, Niacinamide, PPG-10 Sorbitol, PEG/PPG-25/30 Copolymer, Propylene Glycol, Aroma, Potassium Cocoyl Glycinate, Maltooligosyl glucoside, Alpha-Arbutin, Hydroxystearic acid, Saccharomyces Ferment Filtrate, Polyquaternium-7, Phenoxyethanol, PEG-17 Dimethicone, Octyldodecanol, Ceramide NP, Polyquaternium-6, Hydrogenated lecithin, Butylene Glycol, Ethylhexylglycerin, Ascorbic Acid, Bromelain, Hydrogenated starch hydrolysate, Sodium PCA, Castoryl Maleate, Hyaluronic Acid, Glucose, Glyceryl hydroxystearate, 1,2-Hexanediol, Polyquaternium-43, Tremella Fuciformis Extract, Polyglyceryl-10 stearate, Sodium Benzoate, Lactobacillus Ferment Lysate, Phytosphingosine, Cholesterol, Citric Acid, Caprylyl Glycol, Phospholipids, BHT, Sodium polynaphthalenesulfonate, Ceramide NS, Ceramide AS, Ceramide AP, CI 11680, CI 12490, Sodium sulfate, Sodium Laureth Sulfate, Centella Asiatica Extract, Papain, Hydrolyzed Pearl, Carbomer, Ceramide EOP, Hydroxyacetophenone, Algin",https://www.watsons.com.my/skintific-vitamin-c-brightening-facial-cleanser-80ml/p/BP_1010531
AZARINE,Acne Gentle Cleansing Foam 60ml,cleanser,"face, eye","cleansing, moisturizing, exfoliating, acne treatment, repairing",No,No,,"Key Ingredient: Lemon, Turkish Rhubarb, Witch Hazel, Salicylic Acid, Disodium Laureth Sulfosuccinate",https://www.watsons.com.my/azarine-acne-gentle-cleansing-foam-60ml/p/BP_1005301
SUISAI,Beauty Clear Fizzy Powder Wash 16's,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,"Sodium Bicarbonate, Citric Acid, Talc, Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Zea Mays (Corn) Starch, Sodium C14-16 Olefin Sulfonate, Magnesium Oxide, Sodium Myristoyl Glutamate, Potassium Laurate, Carrageenan, BHT, Water, Sodium Hyaluronate, Dipropylene Glycol, Butylene Glycol, Ethyl Glucoside, Hydrolyzed Silk, Phenoxyethanol, Coix Lacryma-Jobi Ma-Yuen Seed Extract",https://www.watsons.com.my/suisai-beauty-clear-fizzy-powder-wash-16-s/p/BP_1008074
EUCERIN,Pro Acne Solution Scrub 100ml,cleanser,"face, body","cleansing, exfoliating, acne treatment, repairing",No,No,,EUC PROACNE SCRUB 100ML,https://www.watsons.com.my/eucerin-pro-acne-solution-scrub-100ml/p/BP_69016
OXY,Oil Control Charcoal Wash 100g,cleanser,arms,"cleansing, moisturizing, acne treatment, repairing",No,No,Japan,"Water, Glycerin, Palmitic Acid, Myristic Acid, Butylene Glycol, Lauric Acid, Potassium Hydroxide, Disodium Cocoyl Glutamate / Water,
Glycol Distearate, Stearic Acid, Olea Europaea (Olive) Fruit Oil, Alcohol, Polyquaternium-63 / Water, Microcrystalline Cellulose, Potassium Chloride,
Behenyl Alcohol, Sodium Hydroxide, Carbon, Fragrance, Disodium Edta, Betaine, Dipotassium Glycyrrhizate",https://www.watsons.com.my/oxy-oil-control-charcoal-wash-100g/p/BP_54880
ALIA,Vitamin C Skin Renew Cleanser 100ML,cleanser,"face, arms, feet, eye","cleansing, moisturizing, rejuvenating, brightening, repairing",No,No,,"Aqua, 3-0- Ethyl Ascorbic Acid, Sodium Cocoyl Isethionate, Ammonium Laureth Sulfate, Glycol Distearate, Cocamidopropyl Betaine, Sodium Chloride, Acrylates Copolymer, Phenoxyethanol, Coconut Acid, Potassium Hydroxide, Niacinamide, Ferulic Acid, Glycerin, Butylene Glycol, Sodium Isethionate, Styrene/Acrylates Copolymer, Parfum, Ethylhexylglycerin, Tocopheryl Acetate, Adansonia Digitata Pulp Extract, Sasa Quelpaertensis Extract, Sodium Benzoate, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Potassium Sorbate, Glycine, Serine, Glutamic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Isoleucine, Histidine, Limonene, Linalool",https://www.watsons.com.my/alia-vitamin-c-skin-renew-cleanser-100ml/p/BP_1022047
PONDS,Age Miracle Youth Foam Red 90g,cleanser,eye,"cleansing, moisturizing, repairing",No,No,,"Water, Petrolatum, Potassium Cocoyl Glycinate, Glycerin, Potassium Cocoate, Sodium Lauroamphoacetate, Hydroxypropyl Starch, Phosphate, Acrylates Copolymer, Lauric Acid, Lauramidopropyl Betaine Stearic Acid, Hydrolyzed Collagen, Retinol, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Hexylresorcinol, Sodium Hyaluronate Crosspolymer, Hydrolyzed, Sodium Hyaluronate, Retinyl Propionate, Betaine, Niacinamide, Cetyl Alcohol, Pentylene Glycol, Ethylhexylglycerin, Hydroxystearic Acid, Palmitic Acid Arachidc, Acid, Sodium Chloride, Polyquaternium-6, Polybutene, Perfume, Citric Acid BHT, Tetrasodium EDTA PEG-4 Laurate, Phenoxyethanol, lodopropynyl Butycarbarate",https://www.watsons.com.my/ponds-age-miracle-youth-foam-red-90g/p/BP_1015628
